policy_id,customer_id,agent_id,policy_type,policy_subtype,effective_date,expiration_date,renewal_date,policy_term_years,annual_premium,monthly_premium,payment_frequency,payment_method,coverage_level,policy_status,underwriting_grade,underwriting_score,is_loyalty_member,bundle_discount,discount_percentage,total_discount_amount,net_premium,auto_renewal,last_modified_date,policy_notes
POL000500,d7ba2910-2107-40e0-8443-294e16245d12,AG0048,Health,Family,2022-12-17,2023-12-17,2025-12-16,1.0,7815.76,651.31,Semi-Annual,Credit Card,45,Active,A+,90,False,True,5,390.79,7424.97,True,2024-12-23,
POL000501,b79897b9-b481-4e6d-ab83-820c471197d7,AG0126,Life,Whole Life,2023-06-02,2048-06-01,2048-06-01,25.0,2059.43,171.62,Quarterly,Credit Card,71,Active,B,98,False,False,0,0.0,2059.43,False,2024-12-10,
POL000502,dd1a4e7d-000a-4835-9701-c34be7f0ecba,AG0030,Business Liability,General,2025-05-10,2026-05-10,2026-05-10,1.0,5911.98,492.66,Semi-Annual,Credit Card,87,Active,B,77,False,False,0,0.0,5911.98,True,2025-05-24,
POL000503,05617ab9-0f6d-4dbe-8868-63971bcb845c,AG0045,Health,Group,2021-06-09,2022-06-09,2025-06-08,1.0,7777.56,648.13,Semi-Annual,Credit Card,66,Active,A+,59,False,False,0,0.0,7777.56,False,2024-08-24,Should will policy weight often interest cause. He step anything actually seem only far.
POL000504,c00130ff-1741-4558-8af6-524da781ca18,AG0033,Auto,Comprehensive,2024-02-28,2024-08-28,2025-08-28,0.5,3104.4,258.7,Quarterly,Bank Transfer,82,Renewed,B+,71,True,False,5,155.22,2949.18,False,2024-04-04,
POL000505,7d462626-8390-4967-b7de-33bda4e77f9a,AG0030,Auto,Comprehensive,2021-05-18,2022-05-18,2026-05-18,1.0,2240.96,186.75,Monthly,Online Payment,54,Pending,A+,53,False,True,15,336.14,1904.82,True,2023-04-18,Fight walk time often career billion pay. Article raise report stay usually relationship voice.
POL000506,0085db95-5b7e-4ff3-8985-58737482af76,AG0125,Business Liability,Professional,2021-12-11,2022-12-11,2025-12-10,1.0,4420.27,368.36,Monthly,Credit Card,60,Active,A+,93,False,False,0,0.0,4420.27,True,2022-03-20,
POL000507,2037640f-7ff1-415c-86eb-f992047eec34,AG0120,Professional Liability,IT,2024-12-08,2025-12-08,2025-12-08,1.0,5346.25,445.52,Monthly,Bank Transfer,100,Renewed,A,74,True,True,15,801.94,4544.31,False,2025-05-10,
POL000508,2055f64e-e5e6-4be2-b5b7-9b108c25cf10,AG0119,Umbrella,Standard,2020-12-26,2021-12-26,2025-12-26,1.0,1591.98,132.66,Quarterly,Bank Transfer,77,Active,A+,67,False,False,0,0.0,1591.98,False,2022-08-06,Field throughout scientist sing call off very way. Perform between black according heart.
POL000509,ad1983b9-4e43-43d9-b290-d0de37208aff,AG0081,Commercial,General Liability,2025-03-23,2026-03-23,2026-03-23,1.0,9339.29,778.27,Annual,Check,60,Active,B+,88,False,False,0,0.0,9339.29,False,2025-04-10,
POL000510,cb6b6c5f-ff30-4974-8269-b7fd80838731,AG0043,Commercial,Professional Liability,2023-01-05,2024-01-05,2026-01-04,1.0,10774.94,897.91,Monthly,Check,100,Active,B+,61,True,True,12,1292.99,9481.95,True,2023-08-13,System skill color. Democrat feel single suddenly stop week. Statement her about PM fall.
POL000511,0a20b2eb-e86e-4559-a1ea-48149848b8f4,AG0025,Business Liability,Professional,2021-10-06,2022-10-06,2025-10-05,1.0,5936.27,494.69,Semi-Annual,Online Payment,73,Active,B,66,True,False,2,118.73,5817.54,True,2024-11-27,Team let shake light. Sit beautiful employee brother. Answer new enough cell able writer.
POL000512,d3487e2c-a34f-4600-aa40-7f8ac4a8bd25,AG0054,Professional Liability,Legal,2025-03-11,2026-03-11,2026-03-11,1.0,5169.5,430.79,Quarterly,Bank Transfer,68,Active,B+,86,False,True,10,516.95,4652.55,True,2025-05-13,
POL000513,c600dd6a-eef9-451c-b6f4-025f2f6ac32d,AG0021,Renters,Premium,2024-05-20,2025-05-20,2026-05-20,1.0,1025.74,85.48,Annual,Online Payment,55,Active,C,77,True,True,17,174.38,851.36,True,2024-11-21,
POL000514,2729caf8-7144-45ab-b5ff-108c2f354251,AG0062,Home,Custom,2024-11-04,2025-11-04,2025-11-04,1.0,3406.29,283.86,Semi-Annual,Online Payment,85,Active,C,70,False,False,0,0.0,3406.29,True,2024-12-22,Agreement many myself involve senior tonight. Chair loss leave.
POL000515,b645ee9a-e456-45bc-ba1d-d302f115d89d,AG0023,Life,Variable,2021-08-10,2046-08-10,2046-08-10,25.0,2408.21,200.68,Annual,Bank Transfer,88,Renewed,C,73,False,True,18,433.48,1974.73,True,2022-02-11,
POL000516,6129ed66-ba5a-423c-ae2e-162aa265e475,AG0029,Umbrella,Extended,2025-04-02,2026-04-02,2026-04-02,1.0,933.74,77.81,Monthly,Bank Transfer,93,Active,D,53,True,False,2,18.67,915.07,True,2025-04-03,
POL000517,ef1934f4-8a34-43a1-841e-1b3f79399c4f,AG0027,Professional Liability,IT,2024-11-27,2025-11-27,2025-11-27,1.0,4428.89,369.07,Semi-Annual,Credit Card,69,Active,C,71,False,True,10,442.89,3986.0,False,2025-02-18,
POL000518,ff588b9b-da70-4e6c-829f-31e4c5df421f,AG0072,Professional Liability,IT,2022-02-07,2023-02-07,2026-02-06,1.0,3194.39,266.2,Quarterly,Online Payment,34,Renewed,B,58,True,False,8,255.55,2938.84,True,2024-05-17,
POL000519,4d36ca12-5f71-4ab2-9f80-8d7affb1f6f2,AG0050,Business Liability,Product,2024-06-01,2024-11-30,2025-05-31,0.5,4764.98,397.08,Annual,Check,62,Active,B+,83,True,False,7,333.55,4431.43,False,2024-11-04,Business send land official sign. Shake at discuss second community box role day.
POL000520,dec05f1c-1e16-4e90-b2f5-262482858de7,AG0100,Business Liability,Product,2025-01-03,2026-01-03,2026-01-03,1.0,5056.29,421.36,Monthly,Bank Transfer,64,Active,C,62,False,True,15,758.44,4297.85,True,2025-04-26,
POL000521,63fb0445-61a8-4b5d-9f18-107181c61c2e,AG0093,Auto,Third Party,2022-07-19,2023-01-17,2025-07-18,0.5,3233.92,269.49,Annual,Credit Card,87,Active,D,52,False,True,15,485.09,2748.83,True,2022-12-13,
POL000522,90c8f034-6f6e-49ed-bf6d-b1a465649f30,AG0129,Life,Term,2020-11-20,2050-11-20,2050-11-20,30.0,1346.36,112.2,Annual,Check,43,Active,A,67,False,False,0,0.0,1346.36,True,2025-05-10,
POL000523,b7c5c8da-a70c-47d3-96a3-ea51027e828c,AG0068,Umbrella,Standard,2021-09-27,2022-09-27,2025-09-26,1.0,1212.98,101.08,Quarterly,Credit Card,53,Active,A,55,False,False,0,0.0,1212.98,True,2023-01-24,
POL000524,7649f27d-abad-4a5f-93e5-fd1ab17571cd,AG0056,Renters,Basic,2023-04-25,2024-04-24,2026-04-24,1.0,1103.42,91.95,Annual,Online Payment,83,Active,B+,82,False,False,0,0.0,1103.42,False,2023-11-19,
POL000525,9cee7f22-955e-4d7d-a903-aab2cc405ab5,AG0088,Life,Whole Life,2024-08-22,2029-08-22,2029-08-22,5.0,1464.33,122.03,Quarterly,Check,86,Active,A,85,True,True,17,248.94,1215.39,True,2025-01-05,
POL000526,3079431c-a068-4920-8299-88df152d813d,AG0075,Professional Liability,Consulting,2021-09-09,2022-09-09,2025-09-08,1.0,5420.56,451.71,Quarterly,Check,93,Active,C,46,False,True,15,813.08,4607.48,False,2023-04-22,
POL000527,e6519cc4-936b-4b05-985b-e2e692c43fb2,AG0113,Commercial,Business Interruption,2025-03-10,2026-03-10,2026-03-10,1.0,8526.12,710.51,Monthly,Bank Transfer,81,Active,A,65,False,False,0,0.0,8526.12,False,2025-04-29,
POL000528,0a28e657-9859-478f-bd4b-295777272fed,AG0129,Health,Group,2023-07-08,2024-01-06,2025-07-06,0.5,10380.04,865.0,Quarterly,Bank Transfer,63,Active,C+,78,True,False,2,207.6,10172.44,False,2024-12-15,
POL000529,9aa5718a-9718-4a5b-9c46-3bd8c5bab6ea,AG0014,Home,Standard,2022-07-07,2023-01-05,2025-07-06,0.5,2739.15,228.26,Monthly,Bank Transfer,49,Renewed,B,50,False,False,5,136.96,2602.19,False,2024-03-27,
POL000530,4dff5e47-74cc-4f20-a249-d36f63ded289,AG0136,Commercial,General Liability,2023-09-01,2024-08-31,2025-08-31,1.0,9005.52,750.46,Monthly,Check,84,Active,D,77,True,False,2,180.11,8825.41,True,2023-11-09,Life account dream such war she however within. Scene public remain phone.
POL000531,20a95dee-ba32-49c8-b503-005de41f17b9,AG0003,Life,Term,2023-09-22,2038-09-21,2038-09-21,15.0,1734.56,144.55,Monthly,Check,77,Active,C,61,False,True,15,260.18,1474.38,True,2025-03-25,Door hair process wide table. Among population usually painting certainly.
POL000532,280e72ff-f0e9-4651-a829-c45e0d88bb23,AG0069,Professional Liability,Medical,2020-12-29,2021-12-29,2025-12-29,1.0,4197.63,349.8,Annual,Bank Transfer,86,Active,C,80,False,False,0,0.0,4197.63,False,2021-11-12,
POL000533,3e7ec341-ee25-46e6-81d2-a0b7ba0c8b9b,AG0140,Home,Basic,2025-03-04,2026-03-04,2026-03-04,1.0,3897.81,324.82,Monthly,Check,76,Active,A,57,True,True,17,662.63,3235.18,False,2025-04-19,
POL000534,a2a72972-0fad-4624-bcc8-76c5ee973522,AG0004,Auto,Comprehensive,2022-04-05,2023-04-05,2026-04-04,1.0,2648.16,220.68,Monthly,Bank Transfer,68,Cancelled,D,82,True,False,2,52.96,2595.2,False,2022-07-11,
POL000535,737ccf44-c42b-4924-a2ea-ca0df7253541,AG0035,Home,Custom,2025-02-06,2026-02-06,2026-02-06,1.0,5388.43,449.04,Annual,Credit Card,94,Active,B,68,False,False,0,0.0,5388.43,False,2025-03-23,
POL000536,d3fc5465-6591-4ccc-9796-0b669045ace9,AG0091,Life,Variable,2022-05-27,2042-05-27,2042-05-27,20.0,1363.82,113.65,Annual,Online Payment,71,Active,D,70,True,False,5,68.19,1295.63,False,2023-12-12,
POL000537,26c8c351-bf71-4592-9a8f-1cfc7734536c,AG0112,Business Liability,Professional,2022-08-01,2023-08-01,2025-07-31,1.0,6941.56,578.46,Annual,Online Payment,79,Active,C,65,False,False,0,0.0,6941.56,True,2025-01-23,Color Mr prove close difference north director event. Range join foreign quickly nature turn easy.
POL000538,c4ac5d74-1f1d-4f53-8272-b1dbb9faf54a,AG0050,Business Liability,Professional,2024-02-17,2024-08-17,2025-08-17,0.5,4164.5,347.04,Annual,Bank Transfer,31,Active,A,86,False,True,5,208.23,3956.27,True,2024-04-19,Stop respond quality which reality. Authority glass yourself describe federal street region.
POL000539,f3c89660-52af-4f50-9a41-851a7b37c4e5,AG0144,Commercial,General Liability,2023-05-20,2024-05-19,2026-05-19,1.0,9331.77,777.65,Annual,Online Payment,100,Active,D,64,False,True,5,466.59,8865.18,False,2024-06-22,Bad likely voice movement about care. As interview blood magazine.
POL000540,c46b7b90-3552-47ed-9a32-488d25518201,AG0021,Renters,Basic,2020-12-17,2021-12-17,2025-12-17,1.0,801.93,66.83,Semi-Annual,Bank Transfer,59,Renewed,A,70,True,True,17,136.33,665.6,False,2022-11-28,
POL000541,e3620e48-722a-4f56-9587-a19f4ba0d66b,AG0086,Life,Term,2024-01-09,2034-01-08,2034-01-08,10.0,1928.68,160.72,Quarterly,Check,72,Active,D,83,False,True,5,96.43,1832.25,True,2024-03-13,
POL000542,9a137526-f7c2-4bc8-8ab3-2b17b76ddf4a,AG0150,Professional Liability,Legal,2025-02-26,2026-02-26,2026-02-26,1.0,3723.96,310.33,Monthly,Online Payment,75,Active,D,62,False,False,0,0.0,3723.96,True,2025-02-28,
POL000543,2c666728-9e73-4295-99fb-c038757951f5,AG0076,Health,Individual,2021-02-14,2022-02-14,2026-02-14,1.0,8348.91,695.74,Quarterly,Check,55,Active,C+,82,False,True,10,834.89,7514.02,True,2021-10-30,
POL000544,42ae9979-97db-4574-be1d-8dba4ef97af6,AG0113,Commercial,Business Interruption,2024-08-19,2025-08-19,2025-08-19,1.0,6461.8,538.48,Monthly,Credit Card,83,Active,A,84,True,False,5,323.09,6138.71,False,2025-02-02,Federal for picture middle. Pattern amount once interest from.
POL000545,1d2ae498-ec08-40f3-9755-95cec634fb40,AG0027,Health,Medicare Supplement,2022-06-28,2023-06-28,2025-06-27,1.0,11360.25,946.69,Monthly,Check,60,Active,A,94,False,False,0,0.0,11360.25,False,2024-05-26,
POL000546,b0ec3a00-ea2e-4425-a77a-54a3c386b44c,AG0144,Life,Universal,2024-01-12,2029-01-11,2029-01-11,5.0,1671.27,139.27,Annual,Bank Transfer,48,Active,A+,80,True,False,2,33.43,1637.84,True,2024-08-15,
POL000547,16b91f65-243b-4e37-a776-f235e4df660c,AG0031,Renters,Premium,2023-07-26,2024-07-25,2025-07-25,1.0,586.06,48.84,Monthly,Online Payment,46,Active,A+,62,True,True,22,128.93,457.13,True,2025-02-08,
POL000548,270a42be-a243-4a7c-88a4-e43038a37ad5,AG0045,Auto,Full Coverage,2025-04-05,2025-10-04,2025-10-04,0.5,3269.28,272.44,Monthly,Bank Transfer,98,Active,A+,81,False,False,0,0.0,3269.28,False,2025-04-20,Sure place event from. Though example it worry. Degree social result collection film.
POL000549,dabc8ee8-f0ff-4137-9b73-1e31e7b91901,AG0061,Auto,Liability Only,2023-08-08,2024-08-07,2025-08-07,1.0,2776.78,231.4,Monthly,Online Payment,66,Active,B,65,False,True,5,138.84,2637.94,False,2025-05-08,
POL000550,6f2324cb-4259-451b-b4d6-d1504306d95c,AG0053,Umbrella,Extended,2022-11-07,2023-11-07,2025-11-06,1.0,955.67,79.64,Quarterly,Bank Transfer,76,Renewed,B+,78,False,True,13,124.24,831.43,False,2025-04-21,
POL000551,df99d369-06ce-452c-b876-6361cbea29c5,AG0060,Renters,Basic,2021-10-07,2022-04-07,2025-10-06,0.5,936.49,78.04,Annual,Bank Transfer,93,Active,C,66,False,True,5,46.82,889.67,True,2023-08-09,
POL000552,6e14d5d9-fdb1-4c30-9df2-734d2539a0ea,AG0017,Commercial,Workers Comp,2021-07-27,2022-07-27,2025-07-26,1.0,5649.85,470.82,Semi-Annual,Credit Card,50,Renewed,A+,73,False,True,15,847.48,4802.37,True,2023-04-01,
POL000553,6d00a7ae-40ee-45f5-b294-c16407f6b507,AG0130,Renters,Custom,2024-07-16,2025-07-16,2025-07-16,1.0,1080.62,90.05,Annual,Online Payment,68,Active,D,56,False,True,10,108.06,972.56,False,2024-09-08,Practice energy else house drop. Everything leader past explain those lay feel.
POL000554,f9c549fd-6246-47d6-be56-747ba1200969,AG0056,Commercial,Business Interruption,2022-01-23,2023-01-23,2026-01-22,1.0,7483.21,623.6,Monthly,Check,79,Active,A+,69,False,False,0,0.0,7483.21,True,2023-10-03,
POL000555,b996ad3a-15a8-4ead-8b63-bfad107fd8e7,AG0040,Home,Basic,2021-05-18,2021-11-16,2025-11-16,0.5,4879.35,406.61,Annual,Bank Transfer,79,Active,B+,61,False,False,0,0.0,4879.35,True,2023-08-28,
POL000556,0b988a1f-892c-4e86-822e-04dfe7d4baf4,AG0150,Health,Family,2020-12-06,2021-12-06,2025-12-06,1.0,7592.16,632.68,Monthly,Check,82,Active,A,56,False,False,0,0.0,7592.16,False,2024-09-11,
POL000557,3d3035d4-468c-4138-b9fd-b8d801175fc3,AG0005,Health,Group,2022-03-15,2023-03-15,2026-03-14,1.0,11912.11,992.68,Monthly,Bank Transfer,62,Active,C+,69,True,True,7,833.85,11078.26,True,2024-11-07,
POL000558,e25e1f32-57ba-446e-9f0e-230467cbe2bf,AG0142,Renters,Basic,2021-05-08,2022-05-08,2026-05-08,1.0,1519.6,126.63,Quarterly,Bank Transfer,100,Active,B,81,False,True,15,227.94,1291.66,True,2023-08-18,
POL000559,2b4521a8-446e-42af-8ea4-ef2101ce2d4b,AG0007,Home,Premium,2023-11-11,2024-11-10,2025-11-10,1.0,3605.5,300.46,Quarterly,Credit Card,91,Active,D,89,True,False,7,252.39,3353.12,True,2024-12-12,
POL000560,e6b80fa8-c54f-4570-bae0-53f2b851de91,AG0127,Life,Universal,2024-09-26,2039-09-26,2039-09-26,15.0,2540.05,211.67,Annual,Credit Card,100,Active,A+,72,False,False,0,0.0,2540.05,True,2024-11-22,
POL000561,de4bd7d6-18a0-4f23-abeb-9e9124fa8e5d,AG0059,Home,Standard,2022-07-14,2023-07-14,2025-07-13,1.0,4854.51,404.54,Quarterly,Bank Transfer,96,Renewed,C,84,False,True,18,873.81,3980.7,False,2023-02-03,Never officer fine subject. Car office few author when note left head.
POL000562,b9730b6e-251b-4fb1-ab92-d46db972524c,AG0080,Umbrella,Standard,2024-09-20,2025-09-20,2025-09-20,1.0,1363.89,113.66,Annual,Bank Transfer,89,Renewed,C,93,False,True,13,177.31,1186.58,False,2024-11-23,Increase sit wonder activity near interesting. Common policy close candidate plant can.
POL000563,6fa02ad4-3196-474d-9e16-f297938c34b8,AG0137,Business Liability,Product,2020-11-17,2021-11-17,2025-11-17,1.0,4444.27,370.36,Annual,Bank Transfer,68,Active,C+,66,True,False,2,88.89,4355.38,False,2022-01-22,East receive property. Cup down against may. Court best serve live stop own.
POL000564,c7b7bc1b-4258-4dcc-b523-59746aaef359,AG0125,Professional Liability,Legal,2023-11-25,2024-05-25,2025-11-23,0.5,5250.98,437.58,Annual,Bank Transfer,79,Active,C+,69,False,False,0,0.0,5250.98,False,2024-03-03,
POL000565,5782b264-f524-4da6-b0fd-e741eadd2835,AG0041,Life,Whole Life,2024-01-12,2034-01-11,2034-01-11,10.0,1851.78,154.32,Quarterly,Check,79,Cancelled,A,90,False,False,0,0.0,1851.78,True,2024-02-25,
POL000566,e35c8421-395a-4501-b3a1-69bcdfeed668,AG0035,Home,Premium,2021-06-03,2022-06-03,2025-06-02,1.0,3383.1,281.92,Semi-Annual,Check,67,Renewed,D,68,False,False,5,169.16,3213.94,False,2023-01-04,
POL000567,7dff11c9-6371-45aa-8ffc-72caf67094b9,AG0109,Auto,Third Party,2021-09-21,2022-09-21,2025-09-20,1.0,3022.28,251.86,Monthly,Online Payment,77,Active,B+,69,True,True,17,513.79,2508.49,False,2022-06-06,
POL000568,05e6c4ad-2817-41c7-b1e8-904533e68bf6,AG0046,Auto,Full Coverage,2023-09-02,2024-09-01,2025-09-01,1.0,1328.52,110.71,Semi-Annual,Bank Transfer,46,Active,C,65,True,True,17,225.85,1102.67,True,2024-11-10,Up song involve pass couple care. For center seat nearly surface.
POL000569,a12f9ca3-5421-4499-8d92-72d745b66732,AG0002,Umbrella,Standard,2020-08-06,2021-08-06,2025-08-06,1.0,1779.55,148.3,Semi-Annual,Check,85,Active,C,89,False,False,0,0.0,1779.55,False,2020-11-16,
POL000570,99f83cc7-16fd-4dd4-b602-d746eef48c50,AG0116,Commercial,Professional Liability,2023-06-22,2024-06-21,2025-06-21,1.0,6893.56,574.46,Monthly,Check,57,Active,B,58,False,True,15,1034.03,5859.53,True,2023-08-29,Personal office message girl weight. Bit fast and present hand.
POL000571,3051b0b0-648e-4ffe-9e8a-35665eb84dfe,AG0114,Renters,Basic,2024-01-12,2025-01-11,2026-01-11,1.0,664.91,55.41,Quarterly,Online Payment,75,Renewed,B+,47,False,True,13,86.44,578.47,False,2024-08-17,
POL000572,f24fb345-800b-441f-a450-805d1d4fc2dc,AG0083,Life,Variable,2024-08-31,2029-08-31,2029-08-31,5.0,1216.35,101.36,Quarterly,Credit Card,68,Active,C+,51,True,True,17,206.78,1009.57,True,2024-09-01,Capital me must remember society. I first find. Interview suggest interview create company.
POL000573,ec9ac5d7-bf82-4644-bac0-936f2ddfdd52,AG0010,Business Liability,Product,2023-11-26,2024-11-25,2025-11-25,1.0,6551.91,545.99,Quarterly,Bank Transfer,95,Active,A,62,False,False,0,0.0,6551.91,True,2024-05-18,
POL000574,3184ff26-9b36-4350-a84f-9742e5713a75,AG0145,Commercial,Property,2024-08-04,2025-08-04,2025-08-04,1.0,6219.43,518.29,Semi-Annual,Online Payment,99,Active,A+,85,False,False,0,0.0,6219.43,True,2024-12-13,
POL000575,f14106f7-788f-4c9b-b808-7fa0261be924,AG0044,Auto,Liability Only,2022-12-31,2023-12-31,2025-12-30,1.0,2099.69,174.97,Monthly,Bank Transfer,65,Active,C+,59,False,True,10,209.97,1889.72,False,2023-06-30,
POL000576,5c764e6d-b388-419a-ad6e-14338e82e4fb,AG0044,Professional Liability,Legal,2023-04-04,2024-04-03,2026-04-03,1.0,5046.21,420.52,Semi-Annual,Bank Transfer,72,Active,A+,70,True,False,5,252.31,4793.9,True,2024-05-09,
POL000577,0421f20b-e2c4-42f5-8f51-b623c63911c6,AG0137,Business Liability,Professional,2020-11-21,2021-11-21,2025-11-21,1.0,5802.74,483.56,Quarterly,Online Payment,80,Active,A+,62,False,True,10,580.27,5222.47,False,2021-03-27,Sell standard something street soldier itself list.
POL000578,e0be1c06-df2d-4ce7-ac5e-fe5d0a6d32b1,AG0013,Renters,Basic,2020-06-06,2021-06-06,2025-06-06,1.0,822.04,68.5,Semi-Annual,Bank Transfer,86,Active,A+,75,False,True,5,41.1,780.94,True,2022-10-19,
POL000579,0ce68322-e86c-497b-87c1-8c33d3904488,AG0075,Professional Liability,Consulting,2023-01-30,2024-01-30,2026-01-29,1.0,4290.38,357.53,Monthly,Online Payment,69,Active,A+,63,True,False,5,214.52,4075.86,True,2024-02-25,Mrs information company then stop main. Student continue to thought responsibility style page.
POL000580,e97a0047-1759-4d16-a2d8-f12db61b905e,AG0089,Commercial,Business Interruption,2024-05-04,2025-05-04,2026-05-04,1.0,6900.13,575.01,Annual,Bank Transfer,72,Active,D,62,False,True,5,345.01,6555.12,True,2024-11-06,
POL000581,7af6e5a2-dd0c-4a60-9dba-2564cc19f682,AG0059,Renters,Custom,2021-06-11,2022-06-11,2025-06-10,1.0,901.61,75.13,Quarterly,Check,75,Active,C+,73,False,False,0,0.0,901.61,False,2022-04-01,
POL000582,ae866e66-313b-4c53-9e3b-8197b5b3458d,AG0083,Home,Basic,2025-05-06,2026-05-06,2026-05-06,1.0,5342.29,445.19,Quarterly,Check,78,Pending,A+,93,False,True,15,801.34,4540.95,False,2025-05-14,Movie open property. Very fine risk summer interview goal smile. Child kitchen unit age.
POL000583,44eee398-7b7b-4c97-924a-85684b3c167a,AG0094,Business Liability,General,2022-09-27,2023-09-27,2025-09-26,1.0,6223.29,518.61,Monthly,Bank Transfer,73,Active,B,84,False,False,0,0.0,6223.29,True,2025-04-08,Since provide become worry social positive. Use cell perhaps offer fact.
POL000584,37d67ce8-82fc-4a70-aeef-c273f785fe88,AG0096,Business Liability,General,2021-12-23,2022-12-23,2025-12-22,1.0,4596.44,383.04,Semi-Annual,Credit Card,78,Active,C,69,False,False,0,0.0,4596.44,False,2022-05-22,
POL000585,adb32fdb-5b6a-4224-99a9-a91281996077,AG0097,Home,Basic,2024-12-16,2025-12-16,2025-12-16,1.0,2449.51,204.13,Annual,Credit Card,73,Active,B+,71,False,False,0,0.0,2449.51,True,2025-01-10,First song way. Hold note new father model two. Least natural follow rest.
POL000586,9eb6b9b8-b47a-4795-8585-ffc2a554e83e,AG0099,Professional Liability,IT,2022-07-21,2023-07-21,2025-07-20,1.0,5159.86,429.99,Monthly,Bank Transfer,79,Active,C+,60,False,False,0,0.0,5159.86,True,2024-03-11,
POL000587,3e23498b-64eb-4dc4-b0a1-1826f03340bf,AG0023,Renters,Premium,2024-09-11,2025-09-11,2025-09-11,1.0,817.0,68.08,Semi-Annual,Bank Transfer,53,Active,B,79,False,True,15,122.55,694.45,True,2025-02-11,
POL000588,5d5f2150-c2d4-42f4-98cc-f3a79b25d328,AG0064,Professional Liability,Medical,2021-12-15,2022-06-15,2025-06-14,0.5,4103.79,341.98,Monthly,Online Payment,88,Active,A,80,True,True,10,410.38,3693.41,False,2023-03-16,
POL000589,84164484-bbb9-43a6-abbb-eb8d619c5123,AG0129,Umbrella,Standard,2023-01-11,2024-01-11,2026-01-10,1.0,922.11,76.84,Monthly,Online Payment,77,Active,B+,81,False,True,10,92.21,829.9,True,2025-04-21,
POL000590,97657fbd-8bb1-4794-a6f8-31c2491d5e53,AG0070,Health,Medicare Supplement,2021-10-24,2022-10-24,2025-10-23,1.0,12325.71,1027.14,Monthly,Bank Transfer,85,Active,C,81,True,False,2,246.51,12079.2,True,2023-12-29,
POL000591,b1f9ceff-b8b6-44d3-8825-a8179ab87c0e,AG0009,Commercial,Business Interruption,2024-09-10,2025-09-10,2025-09-10,1.0,4717.84,393.15,Monthly,Credit Card,62,Renewed,B,58,False,False,3,141.54,4576.3,True,2024-11-22,"Wind language while citizen present. Tough light sort.
Feel hotel TV. Look especially bag star."
